emg_rms_0,emg_rms_1,emg_rms_2,emg_rms_3,emg_rms_4,emg_rms_5,emg_rms_6,emg_rms_7,emg_mean_0,emg_mean_1,emg_mean_2,emg_mean_3,emg_mean_4,emg_mean_5,emg_mean_6,emg_mean_7,emg_var_0,emg_var_1,emg_var_2,emg_var_3,emg_var_4,emg_var_5,emg_var_6,emg_var_7,label
2.280350850198276,2.8284271247461903,2.701851217221259,1.6278820596099706,1.7748239349298849,1.6278820596099706,1.91049731745428,8.969392398596462,-1.4,-0.6,-0.9,-0.85,-1.25,-1.15,-0.85,-3.55,3.2399999999999993,7.640000000000001,6.49,1.927499999999999,1.5875,1.3275000000000001,2.9275,67.8475,0
1.6733200530681511,3.5142566781611158,2.0,1.6278820596099706,1.746424919657298,1.5,1.6881943016134133,8.417244204607586,-0.8,-0.25,-0.6,-0.75,-1.05,-0.75,0.05,0.15,2.16,12.2875,3.6399999999999997,2.0875,1.9474999999999998,1.6875,2.8475000000000006,70.82749999999999,0
1.466287829861518,5.2345009313209605,2.085665361461421,1.51657508881031,1.70293863659264,1.2449899597988732,1.449137674618944,7.024955515873392,-0.45,-1.2,-0.85,-0.8,-1.1,-0.75,0.0,1.65,1.9475000000000002,25.959999999999997,3.6275,1.6599999999999997,1.69,0.9875,2.1,46.62749999999998,0
1.3228756555322954,5.705260730238365,2.5099800796022267,1.5968719422671311,1.51657508881031,1.3038404810405297,1.7888543819998317,7.151922818375489,-0.25,-1.15,-1.0,-0.25,-1.0,-0.8,-0.7,0.65,1.6875,31.2275,5.3,2.4875,1.3,1.06,2.7100000000000004,50.727500000000006,0
2.179449471770337,4.847679857416329,2.4899799195977463,1.7888543819998317,1.378404875209022,1.5329709716755893,2.202271554554524,8.958236433584458,-0.95,-0.3,-0.2,-0.3,-0.8,-0.75,-0.95,-2.45,3.8475,23.409999999999997,6.16,3.1100000000000008,1.26,1.7875,3.9474999999999993,74.2475,0
2.280350850198276,4.330127018922194,2.4392621835300936,1.70293863659264,1.3416407864998738,1.5,1.9748417658131499,9.594269122762817,-1.3,-1.15,-0.15,-0.7,-0.8,-0.95,-0.7,-2.35,3.5100000000000007,17.427500000000002,5.9275,2.4100000000000006,1.1600000000000001,1.3475000000000001,3.41,86.5275,0
2.3664319132398464,4.58257569495584,2.3664319132398464,1.6431676725154984,1.2449899597988732,1.2649110640673518,1.91049731745428,8.862843787408192,-1.0,-2.0,-0.8,-0.3,-0.85,-0.6,-0.85,-1.35,4.6,17.0,4.960000000000002,2.61,0.8275000000000002,1.2400000000000002,2.9274999999999993,76.72749999999999,0
1.9235384061671346,3.905124837953327,2.3130067012440754,1.746424919657298,1.3601470508735443,1.378404875209022,1.9235384061671346,5.495452665613635,-0.6,-1.75,-0.95,-0.65,-1.05,-0.7,-1.0,-0.5,3.34,12.1875,4.4475,2.6275,0.7475,1.4099999999999997,2.7,29.95,0
2.3664319132398464,3.8144462245521304,2.280350850198276,2.345207879911715,1.378404875209022,1.396424004376894,1.91049731745428,8.40535543567314,-1.0,-1.25,-0.8,-0.8,-0.9,-1.15,-0.85,-1.15,4.6,12.9875,4.5600000000000005,4.859999999999999,1.09,0.6275000000000002,2.9275,69.3275,0
2.5298221281347035,4.43846820423443,2.479919353527449,2.701851217221259,1.3416407864998738,2.0371548787463363,3.248076353782343,9.273618495495704,-1.5,-1.1,-1.35,-0.4,-0.8,-1.15,-0.35,-1.4,4.15,18.490000000000002,4.327499999999999,7.140000000000002,1.16,2.8274999999999997,10.427499999999998,84.03999999999999,0
2.0615528128088303,4.295346318982906,2.179449471770337,2.355843797877949,1.396424004376894,2.0615528128088303,2.9832867780352594,6.587867636800241,-0.95,-2.05,-0.95,-0.75,-0.75,-0.95,-0.2,-0.2,3.3475,14.247499999999999,3.8475000000000015,4.9875,1.3875,3.347500000000001,8.859999999999996,43.36,0
2.598076211353316,3.7013511046643495,1.9748417658131499,1.816590212458495,1.51657508881031,1.6733200530681511,2.8548204847240397,9.896969233053117,-1.25,-1.1,-1.0,-1.1,-0.9,-0.8,-0.55,-2.15,5.1875,12.489999999999998,2.9,2.0900000000000003,1.4900000000000004,2.1599999999999997,7.847499999999999,93.32749999999999,0
2.924038303442689,3.1064449134018135,2.2693611435820435,1.746424919657298,1.466287829861518,2.085665361461421,3.492849839314596,11.180339887498949,-1.25,-0.75,-1.05,-1.05,-1.05,-1.05,-0.3,-2.4,6.9875,9.0875,4.0475,1.9474999999999998,1.0475,3.2475,12.109999999999998,119.24000000000001,0
2.3874672772626644,3.82099463490856,2.3769728648009427,2.0124611797498106,1.378404875209022,1.9621416870348585,2.7294688127912363,13.838352503098047,-1.0,-1.9,-1.15,-0.95,-1.1,-0.95,-0.65,-2.3,4.7,10.99,4.327500000000001,3.1475,0.69,2.9475000000000002,7.027500000000002,186.20999999999998,0
1.6733200530681511,3.9560080889704965,2.0615528128088303,2.073644135332772,1.5652475842498528,1.51657508881031,1.91049731745428,14.47929556297543,-0.7,-1.65,-1.05,-1.2,-1.15,-0.8,-0.55,0.85,2.31,12.927500000000004,3.1475,2.8600000000000003,1.1275,1.6599999999999997,3.3475,208.9275,0
2.247220505424423,4.135214625627067,2.0371548787463363,1.9235384061671346,1.4832396974191326,1.5,1.6733200530681511,13.213629327327144,-0.85,-1.3,-0.55,-0.8,-0.7,-1.05,-0.6,-1.3,4.327500000000001,15.409999999999997,3.847499999999999,3.0599999999999996,1.7100000000000002,1.1475000000000002,2.44,172.90999999999994,0
2.4186773244895647,3.278719262151,2.6551836094703507,1.4832396974191326,1.51657508881031,1.3601470508735443,1.6583123951777,13.001922934704698,-1.05,-1.35,-0.95,-0.5,-0.7,-0.75,-0.95,-5.45,4.7475000000000005,8.9275,6.147500000000001,1.95,1.8099999999999998,1.2875,1.8475000000000006,139.3475,0
2.179449471770337,3.598610843089316,2.5592967784139455,1.5491933384829668,1.3038404810405297,1.5491933384829668,1.4832396974191326,10.0821624664553,-0.75,-1.15,-0.75,-0.8,-0.7,-0.4,-0.5,-1.35,4.1875,11.6275,5.9875,1.7600000000000002,1.2099999999999997,2.2399999999999993,1.95,99.82749999999997,0
1.4832396974191326,4.277849927241488,2.3345235059857505,1.5811388300841898,1.0,1.746424919657298,1.118033988749895,5.054700782440045,-0.7,-0.9,-0.65,-0.7,-0.6,-0.75,-0.35,2.05,1.7099999999999997,17.490000000000002,5.0275,2.0100000000000002,0.6399999999999999,2.4875,1.1275,21.347500000000004,0
1.7320508075688772,3.7815340802378077,2.8548204847240397,2.1330729007701543,1.0723805294763609,1.8439088914585775,1.61245154965971,7.365459931328117,-0.8,-1.9,-1.35,-1.05,-0.35,-0.5,-0.6,-0.95,2.3600000000000003,10.69,6.327500000000001,3.4475000000000002,1.0274999999999999,3.15,2.2399999999999998,53.347500000000004,0
1.8439088914585775,4.58257569495584,2.6267851073127395,3.478505426185217,1.6733200530681511,1.7748239349298849,2.0371548787463363,8.997221793420456,-0.8,-2.5,-1.0,-1.1,-0.7,-0.55,-0.85,-2.35,2.76,14.75,5.9,10.890000000000002,2.31,2.8475000000000006,3.4274999999999998,75.42749999999998,0
2.4289915602982237,4.695742752749559,2.949576240750525,3.1144823004794873,1.70293863659264,1.4832396974191326,2.280350850198276,11.502173707608488,-0.9,-0.25,-0.1,-0.3,-1.1,-0.6,-0.8,-1.7,5.090000000000001,21.9875,8.690000000000001,9.609999999999998,1.6900000000000002,1.8399999999999999,4.5600000000000005,129.41,0
2.2693611435820435,3.598610843089316,3.146426544510455,1.224744871391589,1.161895003862225,1.5329709716755893,1.8708286933869707,12.36931687685298,-0.15,0.95,0.0,-0.2,-0.55,-0.75,-0.6,0.9,5.1274999999999995,12.047500000000001,9.9,1.46,1.0474999999999999,1.7875,3.14,152.19,0
1.816590212458495,3.456877203488721,2.2693611435820435,2.258317958127243,1.5811388300841898,1.2449899597988732,2.0248456731316584,12.551892287619426,-0.4,-0.05,-0.75,-0.2,-0.8,-0.55,-1.0,-1.25,3.1399999999999992,11.947500000000002,4.5875,5.06,1.86,1.2474999999999996,3.1,155.9875,0
1.5329709716755893,3.9115214431215892,2.3130067012440754,2.6172504656604803,1.746424919657298,1.02469507659596,1.746424919657298,8.87693640846886,-0.45,-0.5,-1.25,-0.15,-1.15,-0.75,-0.95,-2.5,2.1475000000000004,15.05,3.7875,6.827500000000001,1.7274999999999998,0.4875,2.1475,72.55,0
1.449137674618944,3.8144462245521304,2.355843797877949,2.073644135332772,1.5968719422671311,1.51657508881031,1.7320508075688772,10.823585357911675,0.0,-1.25,-1.15,-0.2,-0.95,-0.9,-0.7,2.65,2.1,12.9875,4.227500000000001,4.26,1.6474999999999997,1.49,2.5100000000000007,110.12750000000001,0
1.51657508881031,3.7416573867739413,2.179449471770337,1.449137674618944,1.449137674618944,1.8708286933869707,2.1908902300206643,9.889388252060893,-0.5,-0.9,-0.85,-0.5,-0.6,-0.8,-1.0,0.9,2.05,13.189999999999998,4.027499999999999,1.85,1.7399999999999995,2.8600000000000003,3.8,96.99,0
2.280350850198276,3.5142566781611158,2.5,7.365459931328117,1.3038404810405297,1.6881943016134133,2.6551836094703507,10.620734437881403,-1.3,-0.75,-1.65,-2.55,-0.6,-0.75,-1.55,-2.6,3.5100000000000002,11.7875,3.5275,47.747499999999995,1.3400000000000003,2.2875,4.647499999999999,106.04,0
2.819574435974337,5.324471804789654,2.7386127875258306,7.493330367733695,1.51657508881031,1.1832159566199232,2.4083189157584592,13.62350909274112,-1.45,-1.95,-1.4,-2.75,-0.8,-0.5,-1.6,-4.8,5.847499999999999,24.5475,5.54,48.5875,1.6600000000000001,1.15,3.2399999999999998,162.56,0
2.4899799195977463,5.490901565316938,2.280350850198276,2.6362852652928135,1.466287829861518,1.0723805294763609,1.6733200530681511,12.653062870309308,-1.0,-1.75,-0.4,-1.25,-0.65,-0.45,-0.8,-1.3,5.2,27.0875,5.04,5.3875,1.7274999999999996,0.9475000000000001,2.16,158.41000000000003,0
2.2135943621178655,4.4328320518603,1.8973665961010275,2.1563858652847827,1.5652475842498528,1.2649110640673518,1.4142135623730951,10.062305898749054,-0.9,-1.55,-0.3,-0.75,-0.75,-0.4,-0.6,2.55,4.090000000000001,17.247499999999995,3.5100000000000002,4.0875,1.8875,1.44,1.64,94.74750000000003,0
1.8027756377319946,4.306971093471606,2.711088342345192,1.284523257866513,1.70293863659264,1.5,1.8841443681416772,8.294576541331088,-0.95,-1.25,-0.15,-0.75,-1.0,-0.75,-1.15,0.0,2.3474999999999997,16.9875,7.327499999999999,1.0875,1.9,1.6875,2.2275,68.8,0
2.1330729007701543,3.0740852297878796,2.5495097567963922,1.449137674618944,1.5652475842498528,1.3601470508735443,1.9493588689617927,8.729261137118078,-1.45,-1.15,-0.6,-0.9,-0.85,-0.85,-1.2,-2.7,2.4475000000000002,8.127500000000001,6.139999999999999,1.2900000000000003,1.7274999999999996,1.1275,2.36,68.91,0
2.0371548787463363,2.711088342345192,1.8027756377319946,1.6431676725154984,1.284523257866513,1.396424004376894,1.3228756555322954,8.387490685538792,-1.25,-0.65,-1.05,-0.5,-0.85,-0.65,-0.45,-0.75,2.5875,6.9275,2.1475,2.45,0.9275000000000002,1.5275,1.5475,69.7875,0
2.0976176963403033,3.449637662132068,2.202271554554524,2.1330729007701543,1.466287829861518,1.0723805294763609,1.6278820596099706,8.04673846971554,-0.8,-0.5,-0.95,-0.25,-1.15,-0.45,-0.75,0.35,3.7600000000000002,11.65,3.9475000000000002,4.4875,0.8275000000000002,0.9475,2.0875,64.6275,0
1.9493588689617927,3.6742346141747673,2.0976176963403033,1.9621416870348585,1.5491933384829668,1.0,1.6733200530681511,7.628892449104261,-0.6,-0.4,-0.9,-0.65,-1.2,-0.4,-0.9,0.3,3.44,13.339999999999998,3.590000000000001,3.4275000000000007,0.9599999999999997,0.8399999999999999,1.9900000000000002,58.110000000000014,0
1.816590212458495,3.9560080889704965,2.085665361461421,1.4142135623730951,1.378404875209022,1.02469507659596,1.70293863659264,10.27131929208707,-0.8,-1.35,-0.55,-0.6,-0.8,-0.45,-0.7,-2.6,2.66,13.827500000000004,4.047500000000001,1.6400000000000001,1.26,0.8475000000000001,2.4099999999999997,98.73999999999998,0
1.8303005217723127,4.455333881989093,2.1095023109728985,1.8439088914585775,1.0954451150103321,1.0,2.179449471770337,9.91463564635635,-0.45,-1.55,-0.45,-0.8,-0.4,-0.4,-0.75,-1.8,3.1475,17.447499999999998,4.247500000000001,2.76,1.04,0.8400000000000001,4.1875,95.06,0
1.2449899597988732,5.445181356024793,2.7294688127912363,1.6733200530681511,1.449137674618944,1.466287829861518,1.1832159566199232,3.7013511046643495,-0.55,0.45,-0.85,-0.5,-0.7,-0.65,-0.5,0.4,1.2474999999999996,29.447499999999998,6.727499999999999,2.55,1.6099999999999999,1.7275000000000003,1.15,13.540000000000001,0
1.6733200530681511,4.795831523312719,2.7658633371878665,1.746424919657298,1.5329709716755893,1.760681686165901,1.2449899597988732,5.504543577809154,-0.8,-0.2,-1.25,-0.45,-0.95,-0.9,-0.65,-1.0,2.1599999999999997,22.96,6.0875,2.8475000000000006,1.4475000000000002,2.2900000000000005,1.1275,29.3,0
1.9235384061671346,3.4351128074635335,2.29128784747792,1.9748417658131499,1.466287829861518,1.816590212458495,1.466287829861518,7.12039324756716,-0.9,-1.1,-1.05,-0.9,-1.05,-1.3,-0.95,-2.1,2.89,10.59,4.147500000000001,3.0900000000000007,1.0475,1.6099999999999999,1.2474999999999998,46.290000000000006,0
1.746424919657298,4.06201920231798,1.857417562100671,1.5329709716755893,1.4142135623730951,1.5652475842498528,1.378404875209022,9.096702699330127,-0.45,0.4,-0.45,-0.55,-0.7,-1.05,-0.7,-1.25,2.847500000000001,16.34,3.2475,2.0475000000000003,1.5099999999999998,1.3475000000000001,1.4099999999999997,81.1875,0
1.51657508881031,4.663689526544408,2.04939015319192,1.5811388300841898,1.3601470508735443,1.224744871391589,1.396424004376894,7.92148975887743,-0.1,0.15,-0.2,-0.6,-0.85,-0.7,-0.45,0.05,2.2900000000000005,21.7275,4.16,2.1399999999999997,1.1275000000000002,1.0099999999999998,1.7474999999999994,62.7475,0
1.5652475842498528,4.47213595499958,2.355843797877949,1.6431676725154984,1.396424004376894,1.3601470508735443,1.5329709716755893,6.711929677819934,-0.45,-0.3,-0.35,-0.9,-0.85,-0.95,-0.55,0.05,2.2474999999999996,19.91,5.427499999999998,1.8900000000000006,1.2274999999999998,0.9475,2.0475000000000003,45.04750000000001,0
1.91049731745428,3.714835124201342,2.085665361461421,1.466287829861518,1.3228756555322954,1.449137674618944,1.6733200530681511,8.35463942968217,-0.65,-0.4,-0.75,-0.75,-0.75,-0.9,-0.6,-0.8,3.2275,13.639999999999997,3.7875,1.5875,1.1875,1.29,2.4399999999999986,69.16000000000001,0
1.8841443681416772,3.924283374069717,1.70293863659264,1.61245154965971,1.396424004376894,1.70293863659264,1.4317821063276353,8.402380615040002,-0.95,-1.9,-1.2,-1.0,-0.95,-1.0,-0.65,-2.5,2.6475,11.79,1.46,1.6,1.0474999999999999,1.9,1.6275,64.35,0
1.5,4.11703777004778,1.7320508075688772,1.6881943016134133,1.284523257866513,1.61245154965971,1.3416407864998738,7.1867934435323795,-1.05,-1.45,-1.1,-1.05,-0.65,-0.9,-0.9,-2.95,1.1474999999999997,14.847499999999997,1.7899999999999998,1.7475,1.2274999999999996,1.7899999999999998,0.9900000000000005,42.94750000000001,0
1.5652475842498528,4.05585995813465,2.1447610589527217,1.9493588689617927,1.0,1.3416407864998738,1.3038404810405297,6.375735251718032,-0.65,0.05,-0.9,-1.1,-0.5,-0.7,-0.6,-0.65,2.0274999999999994,16.447499999999998,3.79,2.59,0.75,1.3099999999999994,1.3400000000000003,40.2275,0
1.9364916731037085,3.847076812334269,2.4289915602982237,1.760681686165901,1.284523257866513,1.161895003862225,1.3228756555322954,6.576473218982953,-0.85,-0.7,-0.1,-0.7,-0.55,-0.55,-0.55,-0.75,3.0275,14.309999999999993,5.8900000000000015,2.6100000000000003,1.3475,1.0475,1.4474999999999998,42.6875,0
2.280350850198276,3.9115214431215892,2.2693611435820435,1.378404875209022,1.161895003862225,1.2449899597988732,1.396424004376894,5.352569476429054,-1.1,-1.9,-0.25,-0.6,-0.45,-0.45,-0.95,-1.95,3.9900000000000007,11.690000000000001,5.0875,1.5400000000000003,1.1474999999999995,1.3475000000000001,1.0475,24.847500000000004,0
2.0,3.5496478698597698,2.4698178070456938,1.3228756555322954,1.0,1.378404875209022,1.140175425099138,4.571651780264984,-0.6,-1.3,-1.5,-0.75,-0.5,-0.7,-0.5,-0.2,3.6399999999999997,10.909999999999998,3.85,1.1875,0.75,1.4099999999999995,1.05,20.860000000000003,0
2.4289915602982237,3.427827300200522,3.082207001484488,1.8973665961010275,1.466287829861518,1.224744871391589,1.0,6.41482657598785,-0.7,-0.85,-1.5,-0.7,-0.85,-0.5,-0.2,0.75,5.409999999999999,11.0275,7.25,3.11,1.4275000000000002,1.25,0.96,40.5875,0
2.3979157616563596,4.538722287164087,3.0,1.7888543819998317,1.5,1.0723805294763609,1.3601470508735443,6.565059024867941,-1.05,-0.1,-0.9,-0.5,-0.45,-0.45,-0.75,-0.1,4.6475,20.590000000000003,8.190000000000001,2.95,2.0475,0.9475000000000001,1.2875,43.08999999999999,0
1.7320508075688772,4.6475800154489,2.224859546128699,1.5329709716755893,1.118033988749895,1.2649110640673518,1.396424004376894,5.599107071667768,-0.8,-0.8,-1.15,-0.75,-0.25,-0.8,-0.95,-0.65,2.3600000000000003,20.959999999999997,3.6275,1.7875,1.1875,0.96,1.0474999999999999,30.9275,0
1.6881943016134133,4.080441152620633,2.0615528128088303,1.6881943016134133,1.0723805294763609,1.3038404810405297,1.378404875209022,5.142956348249516,-0.35,-0.75,-0.55,-0.85,-0.65,-0.8,-0.8,-1.15,2.7275,16.0875,3.9475000000000002,2.1275000000000004,0.7274999999999999,1.06,1.2600000000000002,25.127499999999998,0
1.5652475842498528,3.6674241641784495,2.04939015319192,1.5652475842498528,1.0488088481701516,1.2449899597988732,1.3416407864998738,3.943348830626071,-0.25,-0.35,-0.5,-1.05,-0.3,-0.75,-0.8,-1.35,2.3875,13.3275,3.95,1.3475000000000001,1.0100000000000002,0.9875,1.16,13.727500000000003,0
1.9621416870348585,3.721558813185679,2.3874672772626644,1.466287829861518,1.5,1.3228756555322954,1.3416407864998738,5.172040216394301,-0.25,-0.35,-0.7,-0.95,-0.45,-0.85,-0.9,-1.25,3.7875,13.727499999999997,5.209999999999999,1.2475,2.0475,1.0275000000000003,0.99,25.1875,0
1.8973665961010275,4.201190307520001,2.7202941017470885,1.61245154965971,1.7748239349298849,1.449137674618944,1.3038404810405297,5.272570530585627,-0.6,-1.15,-0.9,-1.1,-1.15,-0.8,-0.6,-1.4,3.2399999999999998,16.327499999999997,6.590000000000001,1.3900000000000003,1.8275000000000001,1.4599999999999997,1.3399999999999999,25.839999999999996,0
1.51657508881031,4.05585995813465,2.7386127875258306,1.396424004376894,1.70293863659264,1.7175564037317668,1.161895003862225,4.924428900898052,-0.6,-1.55,-1.5,-0.95,-1.0,-1.05,-0.55,-0.65,1.94,14.047499999999994,5.25,1.0475,1.9,1.8475000000000001,1.0474999999999999,23.827499999999997,0
1.6583123951777,2.9832867780352594,2.3345235059857505,0.9486832980505138,1.6583123951777,1.5652475842498528,1.61245154965971,4.460941604639093,-0.55,-0.7,-1.05,-0.3,-0.75,-1.05,-1.0,-0.3,2.4475000000000007,8.41,4.3475,0.8099999999999999,2.1875,1.3475000000000001,1.6,19.81,0
2.258317958127243,3.5637059362410923,1.9748417658131499,1.6583123951777,1.2449899597988732,1.5329709716755893,1.7888543819998317,8.309632964216892,-0.7,-1.0,-0.8,-0.45,-0.45,-1.15,-1.0,-2.75,4.609999999999999,11.7,3.2600000000000002,2.5475000000000003,1.3474999999999997,1.0275000000000003,2.2,61.4875,0
2.0371548787463363,4.538722287164087,2.073644135332772,2.0615528128088303,1.51657508881031,1.5652475842498528,1.6431676725154984,9.126883367283709,-0.85,-1.3,-0.9,-1.15,-0.7,-1.15,-0.6,-2.1,3.4274999999999984,18.91,3.4899999999999998,2.9275,1.81,1.1275000000000002,2.3400000000000007,78.89,0
1.224744871391589,5.545268253204709,2.5099800796022267,1.7320508075688772,1.4832396974191326,1.161895003862225,1.0723805294763609,5.5,-0.6,-0.55,-1.0,-0.8,-0.9,-0.65,-0.25,-0.35,1.1400000000000001,30.447499999999998,5.3,2.3600000000000003,1.3900000000000001,0.9275,1.0875,30.12750000000001,0
1.3601470508735443,5.1478150704935,2.4596747752497685,1.5811388300841898,1.2449899597988732,1.4832396974191326,1.0954451150103321,3.7549966711037173,-0.65,-0.5,-0.25,-0.5,-0.75,-1.0,-0.6,-1.9,1.4275000000000002,26.25,5.9875,2.25,0.9875,1.2,0.8399999999999999,10.49,0
1.5652475842498528,4.560701700396552,2.0371548787463363,1.746424919657298,1.5,1.5,1.5811388300841898,6.442049363362563,-0.85,-1.5,-0.65,-0.85,-0.75,-0.85,-0.8,-1.4,1.7274999999999996,18.55,3.7275,2.3274999999999997,1.6875,1.5275000000000003,1.8599999999999999,39.540000000000006,0
1.4832396974191326,4.318564576337836,1.816590212458495,1.746424919657298,1.61245154965971,1.161895003862225,1.8841443681416772,8.206704576137732,-0.6,-1.05,-1.2,-0.95,-0.9,-0.55,-0.85,-1.05,1.8399999999999994,17.547500000000003,1.86,2.1475,1.7900000000000003,1.0475,2.8274999999999997,66.24749999999999,0
2.085665361461421,4.024922359499621,2.258317958127243,1.8027756377319946,1.3038404810405297,1.0488088481701516,1.5329709716755893,9.922197337283713,-0.35,0.0,-0.9,-0.65,-0.8,-0.4,-0.75,-0.55,4.227499999999999,16.2,4.290000000000001,2.8275,1.0599999999999998,0.9400000000000002,1.7875,98.14750000000001,0
1.6278820596099706,4.295346318982906,2.4083189157584592,1.6431676725154984,1.02469507659596,1.3228756555322954,1.4832396974191326,8.10246875958186,-0.35,-1.45,-1.1,-0.5,-0.75,-0.55,-0.9,-0.25,2.5275000000000003,16.347499999999993,4.590000000000001,2.45,0.4875,1.4475,1.3900000000000001,65.5875,0
1.9621416870348585,4.012480529547776,2.4289915602982237,1.5968719422671311,1.0,1.0723805294763609,1.5329709716755893,7.768526243760782,-0.85,-2.1,-1.3,-0.95,-0.7,-0.65,-1.05,-2.85,3.1275,11.690000000000001,4.210000000000001,1.6474999999999997,0.51,0.7274999999999999,1.2474999999999998,52.22749999999998,0
2.179449471770337,4.669047011971501,3.0413812651491097,1.70293863659264,1.6278820596099706,1.3228756555322954,1.1832159566199232,5.70087712549569,-0.85,-1.8,-0.65,-1.1,-1.05,-0.75,-0.8,-0.7,4.0275,18.56,8.827500000000002,1.6900000000000002,1.5474999999999999,1.1875,0.7599999999999999,32.010000000000005,0
1.9493588689617927,4.5661800227323495,3.2093613071762426,1.8027756377319946,2.0248456731316584,1.5652475842498528,1.5968719422671311,5.361902647381804,-0.5,-1.75,-1.1,-1.15,-1.4,-1.05,-1.05,1.25,3.55,17.7875,9.09,1.9274999999999998,2.1399999999999997,1.3474999999999997,1.4474999999999998,27.1875,0
1.6431676725154984,3.681032463861192,2.29128784747792,1.5811388300841898,1.6431676725154984,1.3416407864998738,1.7175564037317668,4.364630568559039,-0.4,-0.85,-1.55,-0.6,-0.9,-0.9,-1.15,0.55,2.539999999999999,12.8275,2.847500000000001,2.1399999999999997,1.8900000000000006,0.99,1.6275,18.7475,0
